Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access
ELEC,Scope Arena Parking,201 E Brambleton Ave,,Norfolk,VA,23510,,757-441-2056,E,,Public,24 hours daily,,,,,,,1,,Non-Networked,,GPS,36.852443,-76.285958,2021-10-12,63350,2022-02-10 19:42:29 UTC,P,,,2015-02-04,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,ARENA,,,,,,,Free,,,,,,,,,,
ELEC,New Kent Pit Stop,6201 Chesapeake Cir,,New Kent,VA,23124,,804-966-8600,E,,Public,24 hours daily,,,,,,,1,,Non-Networked,,GPS,37.490299,-77.027031,2020-10-09,65701,2021-03-11 23:22:17 UTC,P,,,2020-01-30,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,TRAVEL_CENTER,,,,,,,Free,,,,,,,,,,
ELEC,Historic Hampton Inn,401 E Nelson St,,Lexington,VA,24450,,540-463-2223,E,,Public,24 hours daily,,,,,,,1,,Non-Networked,,GPS,37.779904,-79.439043,2021-12-09,68849,2022-02-10 19:42:29 UTC,LG,,,2020-11-11,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,
ELEC,Jack Evans Chevrolet,125 S Royal Ave,,Front Royal,VA,22630,,540-551-4713,E,,Public,24 hours daily,,,,,,1,1,,Non-Networked,,200-9,38.916118,-78.193932,2021-01-14,75623,2021-03-11 23:22:17 UTC,P,,,2016-05-01,,,,,J1772 J1772COMBO,US,,,,Public,,public,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Haley Chevrolet,12400 Tennessee Plaza,,Midlothian,VA,23112,,804-818-7660,E,,Public - Call ahead,Dealership business hours; for customer use only,,,,,,1,1,,Non-Networked,,200-9,37.427728,-77.626797,2021-10-12,79942,2022-02-10 19:42:29 UTC,P,,,2016-11-21,,,,,J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Courtyard - Greenbrier Chesapeake,1562 Crossways Blvd,,Chesapeake,VA,23320,,757-420-1700,E,,Public,24 hours daily,,,,,,,1,,Non-Networked,,GPS,36.781444,-76.236776,2021-01-14,117491,2021-03-11 23:22:17 UTC,P,,,2015-05-15,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,
ELEC,"Sam's Club 6518 (Bristol, VA)",13249 Lee Highway,,Bristol,VA,24202,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,36.635755,-82.127622,2022-04-25,122837,2022-04-25 01:59:56 UTC,,,,2019-05-17,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,SOUTHSIDE H-D DCFAST HOG,385 N Witchduck Rd,,Virginia Beach,VA,23462,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,36.84874,-76.155655,2022-04-25,143223,2022-04-25 00:36:30 UTC,,,,2019-08-15,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,"Target 1431 - Falls Church, VA",6100 Arlington Blvd,,Falls Church,VA,22044,,833-632-2778,E,,Public,24 hours daily,,,,,,,6,,Electrify America,https://www.electrifyamerica.com/,GPS,38.867351,-77.142683,2022-04-25,147079,2022-04-25 01:59:56 UTC,,,,2019-10-19,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,"Walmart 2258 - Alexandria, VA",7910 Richmond Hwy.,,Alexandria,VA,22306,,833-632-2778,E,,Public,24 hours daily,,,,,,1,3,,Electrify America,https://www.electrifyamerica.com/,GPS,38.742521,-77.086696,2022-04-25,149152,2022-04-25 01:59:56 UTC,,,,2019-11-14,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Tysons West,1500 B Cornerside Blvd.,,Vienna,VA,22182,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,38.930184,-77.245534,2022-04-25,149793,2022-04-25 01:59:56 UTC,,,,2019-12-07,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,CO LAB CHARGER STATION 1,2757 Hartland Rd,,Falls Church,VA,22043,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.877745,-77.222397,2022-04-25,154787,2022-04-25 00:36:30 UTC,,,,2020-03-27,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,"Walmart 3077 (Haymarket, VA)",6530 Trading Square,,Haymarket,VA,20169,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,38.819204,-77.645886,2022-04-25,155888,2022-04-25 01:59:56 UTC,,,,2020-04-30,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,BROWNS VW DC FAST 01,10501 Midlothian Turnpike,,Richmond,VA,23235,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.506305,-77.591372,2022-04-25,156647,2022-04-25 00:36:30 UTC,,,,2020-05-23,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,"Spotsylvania Towne Center (Spotsylvania, VA)",137 Spotsylvania Mall Dr,,Fredericksburg,VA,22407,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,38.293961,-77.51235,2022-04-25,163740,2022-04-25 01:59:56 UTC,,,,2020-07-01,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Reston Office,2003 Edmund Halley Drive,,Reston,VA,20191,,833-632-2778,E,,Public,24 hours daily,,,,,,,3,,Electrify America,https://www.electrifyamerica.com/,GPS,38.950829,-77.358475,2022-04-25,164086,2022-04-25 01:59:56 UTC,,,,2020-07-09,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,"Target 1416 (Springfield, VA)",6600 Springfield Mall,,Springfield,VA,22150,,833-632-2778,E,,Public,24 hours daily,,,,,,1,3,,Electrify America,https://www.electrifyamerica.com/,GPS,38.775894,-77.172441,2022-04-25,164537,2022-04-25 01:59:56 UTC,,,,2020-07-25,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,"Sheetz 622 (Sterling, VA)",45550 Dulles Plz,,Sterling,VA,20166,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,38.97793,-77.425894,2022-04-25,165516,2022-04-25 01:59:56 UTC,,,,2020-08-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,"Old Lee Hwy (Fairfax, VA)",3251 Old Lee Hwy,,Fairfax,VA,22030,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,38.861694,-77.275739,2022-04-25,165517,2022-04-25 01:59:56 UTC,,,,2020-08-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,"Walmart 2295 - Richmond, VA",7901 Brook Road,,Richmond,VA,23227,,833-632-2778,E,,Public,24 hours daily,,,,,,,8,,Electrify America,https://www.electrifyamerica.com/,GPS,37.632221,-77.458141,2022-04-25,166857,2022-04-25 01:59:56 UTC,,,,2020-09-15,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,"Sheetz 491 - Zion Crossroads, VA",135 Market Street,,Zion Crossroads,VA,22942,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,37.979582,-78.210616,2022-04-25,167049,2022-04-25 01:59:56 UTC,,,,2020-09-24,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Virginia International Raceway,1025 Raceplex Dr,,Alton,VA,24520,,434-822-7700,E,,Public,24 hours daily,,,,,,,2,,Non-Networked,,GPS,36.554029,-79.197694,2020-10-09,167117,2021-03-11 23:22:17 UTC,P,,,2020-09-14,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,STADIUM,,,,,,,,,,,,,,,,,
ELEC,Walmart 2805 Emporia,303 Market Drive,,Emporia,VA,28347,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,36.706838,-77.546094,2022-04-25,167146,2022-04-25 01:59:56 UTC,,,,2020-09-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,"Walmart 2438 - Stafford, VA",217 Garrisonville Rd,,Stafford,VA,23602,,833-632-2778,E,,Public,24 hours daily,,,,,,,10,,Electrify America,https://www.electrifyamerica.com/,GPS,38.472339,-77.416558,2022-04-25,167503,2022-04-25 01:59:56 UTC,,,,2020-10-13,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,"Walmart 5969 - Chantilly, VA",4368 Chantilly Shopping Center Chantilly,,Chantilly,VA,20151,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,38.888474,-77.443861,2022-04-25,167679,2022-04-25 01:59:56 UTC,,,,2020-10-22,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,"Sheetz 197 - Stephens City, VA",747 Fairfax Street,,Stephens City,VA,22655,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,39.082164,-78.217188,2022-04-25,167891,2022-04-25 01:59:56 UTC,,,,2020-10-28,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,"Walmart 1344 - Staunton, VA",1028 Richmond Ave C,,Staunton,VA,24401,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,38.135043,-79.047163,2022-04-25,167892,2022-04-25 01:59:56 UTC,,,,2020-10-28,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,"Sheetz 407 (Wytheville, VA)",1340 North Fourth Street,,Wytheville,VA,24382,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,36.959626,-81.095263,2022-04-25,168007,2022-04-25 01:59:56 UTC,,,,2020-10-29,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,"Walmart 2647 - Woodstock, VA",461 W. Reservoir Road,,Woodstock,VA,22664,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,38.869631,-78.529625,2022-04-25,168490,2022-04-25 01:59:56 UTC,,,,2020-11-14,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,"Walmart 1773 - Newport News, VA",12401 Jefferson Ave.,,Newport News,VA,23602,,833-632-2778,E,,Public,24 hours daily,,,,,,,10,,Electrify America,https://www.electrifyamerica.com/,GPS,37.119593,-76.507418,2022-04-25,169947,2022-04-25 01:59:56 UTC,,,,2020-12-05,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Brughs Mill Country Store,345 Brughs Mill Rd,,Fincastle,VA,24090,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,37.455441,-79.837784,2022-04-25,170318,2022-04-25 01:59:56 UTC,,,,2020-12-18,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,"Simon Leesburg Premium Outlets (Leesburg, VA)",235 Fort Evans Road NE,,LEESBURG,VA,20176,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,39.109136,-77.538376,2022-04-25,170321,2022-04-25 01:59:56 UTC,,,,2020-12-18,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,"BoA VA9-532 (Jermantown, VA)",11190 MAIN ST,,Fairfax,VA,22030,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,38.85651,-77.331277,2022-04-25,171423,2022-04-25 01:59:56 UTC,,,,2021-01-22,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,BULL RUN H-D DCFAST HOG,9321 Center St,,Manassas,VA,20110,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.750754,-77.481938,2022-04-25,183062,2022-04-25 00:36:30 UTC,,,,2021-01-27,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,OURISMAN KIA OURISMANDC,4105 Auto Park Cir,,Chantilly,VA,20151,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.90332,-77.45856,2022-04-25,183479,2022-04-25 00:36:30 UTC,,,,2021-01-27,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,OURISMAN KIA OURISMANDC2,8670 Richmond Hwy,,Alexandria,VA,22309,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.722534,-77.122911,2022-04-25,183547,2022-04-25 00:36:30 UTC,,,,2021-01-29,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,DENBIGH FF1,341 Chatham Dr,,Newport News,VA,23602,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.122246,-76.513077,2022-04-25,186951,2022-04-25 00:36:30 UTC,,,,2021-04-03,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,DENBIGH FF2,341 Chatham Dr,,Newport News,VA,23602,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.122263,-76.51305,2022-04-25,187031,2022-04-25 00:36:30 UTC,,,,2021-04-03,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,"Target T1088 (Reston, VA)",12197 Sunset Hills Rd,,Reston,VA,20190,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,38.955241,-77.368991,2022-04-25,190194,2022-04-25 01:59:56 UTC,,,,2021-05-27,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,"Tyson's Corner Center (McLean, VA)",8000 Tysons Corner Center,,McLean,VA,22102,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,38.916939,-77.220581,2022-04-25,190384,2022-04-25 01:59:56 UTC,,,,2021-05-29,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,White’s Travel Center - Petro Raphine,30 Commerce Park Dr,,Raphine,VA,24472,,530-377-2111,E,,Public,24 hours daily,,,,,,,8,,Non-Networked,,GPS,37.927398,-79.228109,2021-06-07,190526,2022-02-10 19:42:29 UTC,P,,,2021-05-23,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,TRAVEL_CENTER,,,,,,,,,,,,,,,,,
ELEC,"Simon Potomac Mills (Woodbridge, VA)",2700 Potomac Mills Cir,,Woodbridge,VA,22192,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,38.645235,-77.298264,2022-04-25,190762,2022-04-25 01:59:56 UTC,,,,2021-06-05,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,ALBEMARLE FAST MIDDLE 2,401 McIntire Rd,,Charlottesville,VA,22902,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.035404,-78.48206,2022-04-25,191132,2022-04-25 00:36:30 UTC,,,,2021-06-18,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,ALBEMARLE FAST MIDDLE 3,401 McIntire Rd,,Charlottesville,VA,22902,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.035408,-78.48204,2022-04-25,191133,2022-04-25 00:36:30 UTC,,,,2021-06-18,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,ALBEMARLE FAST MIDDLE 1,401 McIntire Rd,,Charlottesville,VA,22902,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.03539,-78.48209,2022-04-25,191155,2022-04-25 00:36:30 UTC,,,,2021-06-18,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Hilltop Plaza,1725 Laskin Rd,,Virginia Beach,VA,23454,,877-455-3833,E,,Public,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,36.84988,-76.02406,2022-04-25,192189,2022-04-25 01:52:36 UTC,,,,2021-07-04,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Ashburn Restaurant Park,44640 Waxpool Rd,,Ashburn,VA,20147,,877-455-3833,E,,Public,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,39.013872,-77.459996,2022-04-25,192456,2022-04-25 01:52:36 UTC,,,,2021-07-04,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,MILL CREEK MILL CREEK 1,1345 Parham Cir,,Charlottesville,VA,22902,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.000268,-78.497725,2022-04-25,194971,2022-04-25 00:36:30 UTC,,,,2021-09-02,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,MILL CREEK MILL CREEK 2,1345 Parham Cir,,Charlottesville,VA,22902,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.000248,-78.497698,2022-04-25,194972,2022-04-25 00:36:30 UTC,,,,2021-09-02,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Yorktowne Center,8130 Arlington Blvd,,Falls Church,VA,22042,,877-455-3833,E,,Public,24 hours daily,,,,,,,4,,eVgo Network,https://www.evgo.com/,GPS,38.866055,-77.22523,2022-04-25,198185,2022-04-25 01:52:36 UTC,,,,2021-10-24,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Barracks Road Shopping Center,1117 Emmet St N,,Charlottesville,VA,22903,,877-455-3833,E,,Public,24 hours daily,,,,,,,4,,eVgo Network,https://www.evgo.com/,GPS,38.054594,-78.49985,2022-04-25,198428,2022-04-25 01:52:36 UTC,,,,2021-10-25,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Sheetz #304,25224 Poland Rd,,Chantilly,VA,20152,,877-455-3833,E,,Public,24 hours daily,,,,,,,4,,eVgo Network,https://www.evgo.com/,GPS,38.9194482,-77.4982189,2022-04-25,198441,2022-04-25 01:52:36 UTC,,,,2021-10-25,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
